Price,sqft,bedrooms,bathrooms,lot_size,area,area_n
358235,3183,5,1.5,15983,Uptown,1
415938,3048,2,3,19630,Suburbs,3
327777,3055,1,2,19170,Uptown,1
455468,2873,7,2.5,15813,Downtown,2
325161,3020,1,3,11223,Uptown,1
393599,3038,1,2.5,8325,Downtown,2
415066,3080,4,3.5,6085,Downtown,2
440170,3124,4,3,19132,Suburbs,3
468607,3016,7,4,14812,Downtown,2
444762,3013,6,4,11715,Suburbs,3
323596,2999,2,2.5,10371,Uptown,1
401473,2952,2,2,22045,Downtown,2
408311,3082,4,1.5,16476,Downtown,2
436367,3079,4,2.5,18472,Downtown,2
428142,3165,2,2.5,14712,Downtown,2
310277,2810,4,1,18550,Uptown,1
312197,2973,1,2,19850,Uptown,1
479026,3140,6,3.5,15063,Downtown,2
458062,3031,6,4,16656,Suburbs,3
417801,2971,6,1,17867,Downtown,2
303268,2927,2,1.5,11410,Uptown,1
403834,3023,6,3,16364,Uptown,1
342861,2904,1,1.5,14366,Suburbs,3
357372,2983,1,3.5,11443,Suburbs,3
405597,3068,5,1.5,17402,Suburbs,3
395115,2964,4,3,18132,Suburbs,3
408661,2864,4,3,20270,Suburbs,3
409521,2920,4,3,11629,Downtown,2
415286,3017,3,3,17348,Suburbs,3
387716,3006,3,3,10499,Suburbs,3
319103,3048,2,2.5,14632,Uptown,1
397217,2840,2,3,15596,Downtown,2
407547,3033,3,2,15005,Downtown,2
406894,2915,4,2.5,12110,Downtown,2
409921,2996,7,1.5,12392,Downtown,2
406192,2844,2,4,16373,Suburbs,3
378937,3153,6,2.5,19633,Uptown,1
478322,2982,6,4,16876,Downtown,2
411950,3004,3,3,22720,Suburbs,3
396935,2997,1,2,16673,Downtown,2
309012,2927,2,1.5,15159,Uptown,1
409004,3119,5,3.5,15100,Uptown,1
437883,3257,4,3,13007,Downtown,2
376967,2948,4,2.5,9648,Suburbs,3
349547,3035,2,4,13913,Uptown,1
385222,2930,7,3.5,16318,Uptown,1
340217,3172,2,3.5,8124,Uptown,1
471791,3092,6,4,14200,Downtown,2
435129,3013,2,3.5,17038,Downtown,2
453730,3058,4,3,14279,Downtown,2
405474,3074,3,2.5,13149,Downtown,2
442132,3172,3,2,11841,Downtown,2
461252,3099,5,3.5,20568,Downtown,2
404480,2959,5,2,9904,Downtown,2
373979,2988,3,3.5,21717,Uptown,1
421564,3080,7,1,13707,Downtown,2
440757,3079,4,3,17622,Downtown,2
419878,2940,2,3,17822,Downtown,2
406265,2962,7,2,12618,Suburbs,3
345109,3132,5,1.5,16879,Uptown,1
428532,3049,5,1.5,20483,Downtown,2
370738,2810,2,2.5,16744,Suburbs,3
374499,2979,3,2,6763,Downtown,2
435647,2957,3,4,14879,Downtown,2
292582,2994,4,1,14121,Uptown,1
478067,2981,7,3,13056,Downtown,2
416981,2989,7,2,9514,Suburbs,3
356847,3076,1,1.5,10259,Suburbs,3
413575,2883,6,1.5,17804,Downtown,2
393928,2994,5,2,17216,Suburbs,3
369146,2864,2,2.5,12709,Suburbs,3
318191,3118,2,1.5,21774,Uptown,1
374059,2893,7,1,9238,Suburbs,3
338485,3020,4,1,11352,Suburbs,3
429609,2980,7,2,12824,Downtown,2
409534,2897,6,2,11866,Downtown,2
394215,3033,6,4,15424,Uptown,1
455874,3072,6,3.5,16169,Suburbs,3
487479,3045,7,3.5,18837,Downtown,2
429778,2994,6,1.5,12543,Downtown,2
388001,3149,5,1.5,17368,Suburbs,3
352946,2905,6,3,6372,Uptown,1
372324,2918,5,1.5,7876,Downtown,2
429768,3024,6,2.5,6375,Downtown,2
387245,3025,4,1.5,13641,Suburbs,3
322198,2887,3,2,15242,Uptown,1
375834,2949,3,1,17176,Downtown,2
476798,3025,5,3.5,18001,Downtown,2
410623,3086,4,1.5,15077,Downtown,2
371026,3122,2,2,11814,Suburbs,3
360763,3010,6,2.5,11871,Uptown,1
392608,3095,2,1.5,17537,Downtown,2
421907,3104,5,2.5,18985,Suburbs,3
360668,2995,5,3,12653,Uptown,1
387837,2920,2,1.5,19144,Downtown,2
366163,2911,7,2.5,12617,Uptown,1
464865,3059,6,4,19011,Suburbs,3
413074,3032,2,2,14690,Downtown,2
318458,2942,2,2.5,19289,Uptown,1
443391,3025,6,3,13005,Downtown,2
416680,2951,5,2,9393,Downtown,2
266867,3031,1,1,11707,Uptown,1
441216,2981,2,3.5,21392,Downtown,2
359274,2940,2,1,21285,Downtown,2
411649,2905,4,3.5,14214,Suburbs,3
430011,3035,3,3.5,11151,Downtown,2
419518,2975,2,4,17650,Downtown,2
390889,3085,6,1,20039,Suburbs,3
364174,2993,7,2,17441,Uptown,1
437191,2901,6,1,22828,Downtown,2
386330,2814,2,2.5,13796,Downtown,2
328134,2973,4,2,18479,Uptown,1
425483,3011,6,3.5,19906,Suburbs,3
384310,2887,5,2,11253,Suburbs,3
445854,3125,6,2.5,13327,Downtown,2
363265,3097,1,2,12905,Downtown,2
421736,3036,2,3.5,13314,Downtown,2
378956,2912,6,2.5,21075,Uptown,1
397412,2900,4,1,18617,Downtown,2
369516,3019,3,2,18349,Suburbs,3
405128,2970,2,2.5,17234,Downtown,2
455361,2981,6,2.5,19500,Downtown,2
399636,2792,6,1.5,9767,Downtown,2
351593,2993,4,2.5,16587,Uptown,1
317175,3026,2,2,15650,Uptown,1
294954,3001,2,1,12334,Uptown,1
430656,3068,6,2,16455,Downtown,2
404603,2873,3,3,12681,Downtown,2
380489,2914,6,2,12155,Suburbs,3
406861,2920,7,1.5,12343,Downtown,2
342716,3074,3,3.5,13146,Uptown,1
377436,2897,6,3.5,12971,Uptown,1
393896,3008,4,1,19854,Downtown,2
420043,2915,1,3.5,21264,Downtown,2
413151,2970,3,3.5,15883,Suburbs,3
416921,3051,6,2.5,13108,Suburbs,3
419315,2984,7,1.5,15352,Downtown,2
339630,2960,1,4,15595,Uptown,1
428730,2984,7,2,14180,Suburbs,3
397114,3060,4,1,18077,Downtown,2
396756,2905,2,2.5,14370,Downtown,2
346171,2906,3,3,15073,Uptown,1
313764,2975,2,1.5,16524,Uptown,1
323317,3008,5,1,17002,Uptown,1
398398,3170,4,1,11948,Downtown,2
442386,3057,6,2.5,13192,Downtown,2
422951,3015,2,3.5,16100,Downtown,2
390015,3070,5,4,20620,Uptown,1
462368,3281,7,3.5,12411,Suburbs,3
458266,3006,6,2,14732,Downtown,2
433130,3015,6,2.5,18498,Downtown,2
358732,2919,1,2,15194,Downtown,2
411584,3072,3,3.5,13215,Downtown,2
440202,3051,5,3,18927,Downtown,2
416124,3024,4,1.5,19072,Downtown,2
374158,2839,3,2,9113,Downtown,2
295497,2897,2,1,16985,Uptown,1
286028,2969,2,1,15709,Uptown,1
383005,3007,1,3,9053,Downtown,2
387916,2964,4,2,15814,Suburbs,3
398936,3120,3,2.5,16458,Suburbs,3
406375,3035,3,3.5,16081,Suburbs,3
363747,2924,3,1,13426,Downtown,2
328946,2854,6,1.5,17627,Uptown,1
376556,2977,3,3,9806,Suburbs,3
430618,3033,5,2,20904,Downtown,2
346581,3040,3,1.5,4511,Downtown,2
428748,2915,3,4,10018,Downtown,2
423034,2856,5,3,13040,Downtown,2
395513,3194,2,2.5,12757,Downtown,2
388430,2833,4,2,21096,Suburbs,3
307430,2898,5,1.5,11069,Uptown,1
337782,3081,2,2,19449,Uptown,1
332791,3015,3,2.5,18645,Uptown,1
401610,3068,1,3,18541,Downtown,2
353955,3048,3,1.5,11474,Suburbs,3
432777,3006,4,3.5,8899,Downtown,2
442577,3009,6,2,14008,Downtown,2
435108,2987,3,4,11635,Downtown,2
386397,2908,1,3.5,15578,Suburbs,3
404881,2960,4,3.5,2489,Downtown,2
386789,2994,3,2.5,16185,Suburbs,3
397329,2899,5,3,13316,Suburbs,3
391458,2948,4,1,5765,Downtown,2
383168,2921,2,2,14515,Downtown,2
446397,2907,7,3,13169,Downtown,2
369929,2819,1,2.5,16569,Downtown,2
332531,3092,5,1.5,8115,Uptown,1
422076,3143,7,1,11949,Downtown,2
384492,3039,2,3,15263,Suburbs,3
431167,2972,3,3.5,15269,Downtown,2
384286,3214,4,3,15695,Uptown,1
400805,3127,3,1.5,16568,Downtown,2
337102,2992,5,2,18497,Uptown,1
395761,3050,5,1,10663,Downtown,2
411160,3034,3,3,16285,Suburbs,3
387163,3230,4,2,14142,Suburbs,3
329221,2888,7,1.5,11813,Uptown,1
404649,3048,2,4,14950,Suburbs,3
407890,3031,2,3.5,10856,Downtown,2
422765,3141,2,3,16673,Downtown,2
303115,2829,3,1.5,11894,Uptown,1
356568,2912,2,1.5,17611,Suburbs,3
436089,2986,4,3,18813,Downtown,2
301895,2933,1,1,3986,Suburbs,3
416463,3131,6,1.5,5645,Downtown,2
350849,2956,1,2.5,15677,Suburbs,3
364805,2803,5,3.5,14438,Uptown,1
401258,3077,3,2.5,19040,Suburbs,3
384915,2933,2,3.5,20776,Suburbs,3
357752,2897,3,4,17147,Uptown,1
389787,2857,3,3,15978,Suburbs,3
419384,3043,1,4,9597,Downtown,2
409150,3016,4,3,17691,Suburbs,3
388380,2762,5,3.5,23633,Uptown,1
435481,3100,2,3,13022,Downtown,2
318364,2815,4,2.5,18740,Uptown,1
362707,2979,6,2.5,10716,Uptown,1
442197,2979,4,4,16943,Downtown,2
376038,2898,6,3,12943,Uptown,1
413430,2751,7,1,16422,Downtown,2
364730,2984,1,1.5,14048,Downtown,2
455230,3029,7,3,20522,Downtown,2
464409,2882,7,3,22344,Downtown,2
401029,3009,3,2,17178,Downtown,2
454853,2924,6,3.5,15466,Downtown,2
436212,2894,3,3.5,16458,Downtown,2
380753,2812,1,4,15757,Suburbs,3
430122,2914,3,3.5,20041,Downtown,2
421196,3049,4,2.5,16600,Downtown,2
424728,2940,4,2.5,16891,Downtown,2
422896,2898,5,3,16552,Downtown,2
419709,3015,4,2.5,17446,Downtown,2
423455,3162,4,4,12543,Suburbs,3
442809,2882,6,3.5,14684,Downtown,2
404739,3179,7,3,8724,Uptown,1
373986,3036,4,4,13716,Uptown,1
432375,3105,4,3,13541,Downtown,2
371428,2985,3,4,16023,Uptown,1
448011,3072,2,4,18894,Downtown,2
346592,2946,6,2,19837,Uptown,1
478754,3029,7,4,10764,Downtown,2
365383,2926,6,3.5,9872,Uptown,1
427798,2983,5,2,16496,Downtown,2
369847,3014,2,1,13955,Downtown,2
397874,3022,2,2.5,15008,Downtown,2
329104,2968,3,3.5,9629,Uptown,1
393780,3121,2,1.5,17755,Downtown,2
306489,2946,3,1.5,16221,Uptown,1
341849,2913,3,1,11661,Suburbs,3
464373,2976,5,3.5,15633,Downtown,2
345901,3027,3,3,13614,Uptown,1
447847,3030,5,2.5,18008,Downtown,2
380205,2933,2,3.5,18035,Suburbs,3
412447,3016,5,2,9736,Downtown,2
282177,2870,3,1,16302,Uptown,1
388213,3074,5,1.5,12640,Suburbs,3
427869,3083,3,3.5,18460,Downtown,2
423574,2933,5,3,11982,Downtown,2
366584,2995,3,1,14804,Downtown,2
472097,2923,6,3.5,15788,Downtown,2
385887,3154,5,3,13055,Uptown,1
361449,2938,1,2.5,12599,Suburbs,3
419581,3003,5,2.5,14293,Downtown,2
301898,2878,1,2,11996,Uptown,1
359406,2975,6,3,12952,Uptown,1
397638,2922,2,3,9621,Downtown,2
345257,3036,3,3.5,17913,Uptown,1
408456,2923,2,2.5,16557,Downtown,2
353912,3038,2,4,14119,Uptown,1
405372,3086,6,3.5,8233,Suburbs,3
443956,2901,7,2.5,20201,Downtown,2
426830,2908,7,3.5,12415,Suburbs,3
424095,3000,4,1.5,16282,Downtown,2
360235,2968,3,3,18443,Uptown,1
427889,3024,7,2.5,13539,Suburbs,3
405784,2899,6,2,13423,Downtown,2
373052,2966,2,2.5,12096,Downtown,2
417670,2981,3,3,15341,Downtown,2
365002,2927,3,4,12169,Uptown,1
381377,3123,3,1.5,10134,Downtown,2
451267,3076,6,2.5,19593,Suburbs,3
410755,3062,3,2,15759,Downtown,2
362488,3067,5,2.5,18949,Uptown,1
403477,3054,6,3.5,14690,Uptown,1
403733,3143,5,1.5,16342,Suburbs,3
397208,2928,6,2,16088,Suburbs,3
443213,3063,4,3,13531,Downtown,2
459522,3003,6,2,23207,Downtown,2
437651,3106,5,2.5,15273,Downtown,2
337239,2883,1,1.5,13473,Suburbs,3
369568,2993,2,2.5,14176,Suburbs,3
350102,3099,5,2,15178,Uptown,1
362675,2876,5,3,11724,Uptown,1
414672,3007,5,2.5,9227,Downtown,2
387297,2952,2,2,18733,Downtown,2
328757,2914,3,3,12973,Uptown,1
332502,2829,4,2.5,10927,Uptown,1
415634,2893,5,1.5,21767,Downtown,2
459346,3126,6,3,15856,Downtown,2
471443,3010,6,4,19873,Downtown,2
410519,2960,4,3.5,12659,Suburbs,3
359199,3134,3,3,14106,Uptown,1
462476,2900,5,4,17762,Downtown,2
324726,2932,2,1.5,6483,Suburbs,3
325951,2910,1,4,18539,Uptown,1
444196,3272,5,2,12591,Downtown,2
392249,2878,5,2,20869,Suburbs,3
351868,3092,3,2.5,15588,Uptown,1
428897,2955,5,2.5,21852,Suburbs,3
451040,3041,3,3,18358,Downtown,2
427757,3127,5,1.5,7554,Downtown,2
317247,2859,2,3.5,13605,Uptown,1
399983,3033,3,3,22898,Suburbs,3
408180,2863,7,2,19204,Suburbs,3
433170,2955,5,2.5,19556,Downtown,2
400933,2998,2,3.5,17007,Suburbs,3
407223,2794,5,2.5,19615,Suburbs,3
292612,2885,2,1.5,15399,Uptown,1
389786,3100,6,3,22517,Uptown,1
391405,3090,7,3,15467,Uptown,1
390706,3144,3,1.5,9431,Downtown,2
416133,2903,2,4,13908,Downtown,2
349666,2906,3,2.5,5238,Suburbs,3
426252,3000,7,2,14112,Suburbs,3
380358,3123,3,3.5,19466,Uptown,1
359006,3106,5,2,16845,Uptown,1
287740,3043,2,1,10224,Uptown,1
291573,2954,1,2,13734,Uptown,1
377550,2946,6,3.5,11096,Uptown,1
427014,3096,2,2.5,21587,Downtown,2
440203,2996,4,4,11890,Downtown,2
398566,2889,3,3.5,12834,Suburbs,3
364905,3065,4,3,19099,Uptown,1
340351,3031,4,1.5,15349,Uptown,1
401355,3018,5,1,19584,Downtown,2
327658,2980,4,2,18815,Uptown,1
392421,2960,6,1,19876,Suburbs,3
368105,3007,2,2,13771,Suburbs,3
438469,3069,4,2,18005,Downtown,2
402660,2898,4,1.5,17141,Downtown,2
394023,3162,2,3,12440,Suburbs,3
360808,3065,2,3.5,15447,Uptown,1
461996,2906,6,4,4625,Downtown,2
444160,2901,3,4,18928,Downtown,2
370591,2906,2,2,18015,Downtown,2
403173,2975,4,1.5,11347,Downtown,2
312952,2807,4,1.5,11857,Uptown,1
356409,3054,6,2,11866,Uptown,1
356543,2969,4,3,14084,Uptown,1
480859,2972,7,3.5,13460,Downtown,2
334497,3211,3,2,16564,Uptown,1
427396,2794,7,2.5,11708,Downtown,2
396151,2940,1,3,18152,Downtown,2
444905,2991,7,2,15317,Downtown,2
373498,2830,2,2,12663,Downtown,2
456116,3011,7,4,16363,Suburbs,3
376833,2932,3,1.5,12029,Downtown,2
292110,2892,3,1.5,11595,Uptown,1
390348,3081,6,1,15593,Downtown,2
338885,2991,5,1.5,11083,Uptown,1
445106,2978,6,3,12346,Downtown,2
429318,3160,2,3.5,13501,Downtown,2
417911,2849,6,2,13208,Downtown,2
394849,2992,2,2.5,13195,Downtown,2
480054,2999,5,4,17732,Downtown,2
359439,3083,1,2.5,13735,Suburbs,3
324892,3023,1,3,11999,Uptown,1
449065,2906,6,3.5,19803,Suburbs,3
443857,2897,5,3.5,14961,Downtown,2
334035,3078,3,1.5,16063,Uptown,1
402873,2901,3,3,13465,Downtown,2
421559,3050,3,3,15015,Downtown,2
414041,2974,2,4,15227,Downtown,2
381426,2867,1,3,15979,Suburbs,3
334758,3123,3,1.5,17291,Uptown,1
346613,2916,3,2.5,10475,Uptown,1
405977,2884,5,2,24230,Suburbs,3
422800,3001,4,2.5,19151,Downtown,2
385465,3070,6,3.5,10680,Uptown,1
358242,3110,3,2,22743,Uptown,1
434264,3196,6,3.5,10588,Suburbs,3
387994,2980,7,3,17832,Uptown,1
393751,3120,6,3.5,16871,Uptown,1
383312,2964,2,2,17463,Downtown,2
381904,2847,2,2.5,6965,Downtown,2
336788,2987,2,1,15240,Suburbs,3
351725,2830,6,3,9879,Uptown,1
394244,2962,4,1.5,14803,Downtown,2
392333,2989,6,1,9587,Downtown,2
397435,2951,3,1.5,15286,Downtown,2
425222,3098,2,3,10757,Downtown,2
354467,2833,4,3.5,17750,Uptown,1
390688,2953,2,1,23546,Downtown,2
409070,3044,2,1.5,15592,Downtown,2
333362,3040,3,2.5,14106,Uptown,1
420532,2963,2,3,22558,Downtown,2
492726,2957,7,3.5,24772,Downtown,2
395959,3062,7,3.5,13724,Uptown,1
392390,3104,6,1,6692,Downtown,2
381219,3092,1,2.5,9593,Downtown,2
443411,3178,3,3,22742,Downtown,2
280323,2869,1,2,16058,Uptown,1
355820,3074,3,3.5,15912,Uptown,1
415519,2904,3,4,12182,Downtown,2
354124,2993,4,2,19230,Uptown,1
413056,3120,3,2.5,12050,Downtown,2
455735,3061,3,4,15213,Downtown,2
335903,2887,5,1.5,14968,Uptown,1
452210,3077,3,3,17713,Downtown,2
406226,3108,1,3,22319,Suburbs,3
335136,2940,6,1.5,8515,Uptown,1
356050,3039,2,4,12891,Uptown,1
363313,3034,6,2.5,12182,Uptown,1
400894,3073,1,3.5,15112,Suburbs,3
397831,2875,2,3,12125,Downtown,2
452451,3119,7,2.5,13183,Downtown,2
430265,2957,4,3.5,15645,Suburbs,3
359556,2963,5,3,10823,Uptown,1
306582,2891,3,1.5,13631,Uptown,1
315387,2993,1,2,18854,Uptown,1
436030,3218,4,3.5,9669,Suburbs,3
391572,3184,2,4,18331,Uptown,1
340256,2926,5,2,12027,Uptown,1
405510,2854,4,4,10526,Downtown,2
424243,3049,5,1.5,15536,Downtown,2
368140,3212,2,4,17385,Uptown,1
314486,2926,2,2.5,14657,Uptown,1
416000,3003,5,2,13264,Downtown,2
422039,2865,6,3.5,14027,Suburbs,3
440601,2827,5,2.5,20449,Downtown,2
360975,2944,6,2.5,14109,Uptown,1
365192,3115,4,2,21168,Uptown,1
402449,3018,3,2.5,11199,Downtown,2
388637,2919,4,1.5,12427,Downtown,2
412694,2870,2,3,17089,Downtown,2
372826,3163,2,2,8470,Downtown,2
348555,2885,2,3.5,17790,Uptown,1
403051,3056,4,1.5,17933,Downtown,2
386071,2994,5,1.5,17613,Suburbs,3
417149,2946,5,3.5,11902,Downtown,2
485818,3002,7,4,13583,Downtown,2
384666,3034,1,2,9498,Downtown,2
424243,3033,2,3.5,13184,Downtown,2
417755,2919,4,2,19718,Downtown,2
457232,2843,6,3.5,18287,Downtown,2
362300,2982,2,2,12028,Suburbs,3
443740,3083,7,1.5,13332,Downtown,2
379155,2946,6,1.5,13087,Suburbs,3
383320,3017,6,3,15267,Uptown,1
435499,3043,4,3,15415,Downtown,2
408401,2981,3,4,14943,Suburbs,3
318665,2863,2,2.5,21815,Uptown,1
439350,2961,5,4,18237,Suburbs,3
346628,3135,2,2,14257,Suburbs,3
390781,2825,6,2.5,9777,Suburbs,3
433813,3212,5,2.5,16535,Downtown,2
428550,3022,4,2.5,17602,Downtown,2
376525,3063,3,4,18685,Uptown,1
379735,2940,3,1.5,16579,Downtown,2
402240,3041,3,1.5,18341,Downtown,2
324890,2898,5,1.5,17089,Uptown,1
329120,3053,3,2,17712,Uptown,1
451393,3098,7,2,18541,Suburbs,3
366739,2914,1,3,17751,Downtown,2
395538,3128,4,1.5,21835,Suburbs,3
369564,3006,1,2.5,15967,Downtown,2
417604,2973,7,1.5,18640,Suburbs,3
347420,3022,1,1.5,15535,Suburbs,3
443466,2889,5,3,19972,Downtown,2
376432,3131,4,3,17481,Uptown,1
365618,2999,2,2,11071,Suburbs,3
424887,2838,5,3.5,13461,Downtown,2
452794,2891,7,2.5,21455,Downtown,2
368499,2972,3,2.5,14042,Suburbs,3
354940,2905,5,1,12843,Suburbs,3
353496,2889,4,3.5,9848,Uptown,1
423804,3161,6,1,13839,Downtown,2
380054,2916,6,3,17222,Uptown,1
342865,3101,5,2,13576,Uptown,1
371948,2956,5,1.5,16100,Suburbs,3
435296,3265,5,3,22001,Suburbs,3
441308,2957,4,3.5,12771,Downtown,2
436225,2980,6,3,17055,Downtown,2
427450,2976,2,3.5,16208,Downtown,2
409293,3028,3,2.5,16418,Downtown,2
347556,3009,1,1.5,17869,Suburbs,3
400282,3054,5,1.5,10666,Downtown,2
437929,2966,7,2,13300,Downtown,2
393448,3127,1,2.5,12695,Downtown,2
312461,2945,2,3,6626,Uptown,1
436256,2835,7,3,12001,Downtown,2
354173,3067,5,2.5,12852,Uptown,1
419678,2989,4,4,14844,Suburbs,3
306779,2967,3,1.5,15860,Uptown,1
404577,3078,5,2,12719,Downtown,2
385910,3007,3,1.5,10850,Downtown,2
404676,3005,1,2.5,17738,Downtown,2
410168,3135,3,2,19018,Downtown,2
389055,3109,5,3.5,10691,Uptown,1
316720,3041,2,2.5,13752,Uptown,1
289894,2984,2,1,15455,Uptown,1
429238,2919,5,3,7107,Downtown,2
447593,2827,7,2.5,18669,Downtown,2
385159,2945,2,1.5,11916,Downtown,2
424517,2959,5,4,11683,Suburbs,3
402441,2879,3,4,12242,Suburbs,3
346377,3143,4,2.5,20861,Uptown,1
392468,2963,2,3,16970,Suburbs,3
416923,3051,3,2,20139,Downtown,2
321782,2944,4,2,20232,Uptown,1
370985,3007,7,2.5,14902,Uptown,1
440870,2839,5,3.5,13582,Downtown,2
360395,2899,6,2.5,15506,Uptown,1
348841,2897,2,1.5,16421,Suburbs,3
338852,3033,2,3.5,10341,Uptown,1
362355,2790,4,2,11154,Suburbs,3
353790,2923,2,2.5,16548,Suburbs,3
404785,2892,1,4,16302,Downtown,2
378875,2857,2,2,18389,Suburbs,3
473772,3095,7,3,23235,Downtown,2
376383,2963,6,3,19026,Uptown,1
495504,3100,6,4,15068,Downtown,2
403868,2946,4,3.5,11280,Suburbs,3
389775,3084,7,3,16938,Uptown,1
414790,2936,4,3.5,17105,Suburbs,3
387225,3070,5,1,13645,Suburbs,3
433714,2842,7,2.5,12002,Downtown,2
331331,3143,2,2.5,11517,Uptown,1
439476,2925,4,4,12314,Downtown,2
354064,2934,7,2.5,5279,Uptown,1
362107,2928,1,1.5,15289,Downtown,2
396506,2865,4,2,10141,Downtown,2
422206,3017,4,3,6699,Downtown,2
348539,2974,2,1.5,14917,Suburbs,3
380215,2922,4,2,13008,Suburbs,3
403503,2981,3,3,14695,Downtown,2
375183,2915,2,1.5,18881,Downtown,2
342450,3084,3,2.5,15155,Uptown,1
405156,2980,7,3.5,20677,Uptown,1
400838,2764,1,3.5,14196,Downtown,2
416800,3210,4,3.5,11186,Suburbs,3
441555,3025,6,3,15912,Downtown,2
419376,2963,2,3,19421,Downtown,2
392696,2894,4,1.5,18151,Downtown,2
404209,3209,3,1,18460,Downtown,2
458378,3086,7,2,15683,Downtown,2
476592,3162,7,3,13542,Downtown,2
295544,2904,4,1.5,19317,Uptown,1
335960,3023,2,1.5,10239,Suburbs,3
314095,3027,1,2,16981,Uptown,1
348129,2924,3,3,16862,Uptown,1
343482,2966,2,3.5,17150,Uptown,1
340497,3034,6,2,13584,Uptown,1
457578,2996,5,3,18934,Downtown,2
355198,2966,2,1,13818,Suburbs,3
336933,3062,5,1.5,17590,Uptown,1
339154,3036,4,1.5,18900,Uptown,1
427171,2979,6,2,15237,Downtown,2
341896,2971,4,2,20118,Uptown,1
331616,2943,5,2,15158,Uptown,1
385798,2830,2,3.5,17451,Suburbs,3
420229,3102,2,3.5,24640,Suburbs,3
422437,3087,5,2,14991,Downtown,2
387646,3088,3,1.5,8978,Downtown,2
340532,2984,4,2,12083,Uptown,1
378777,3011,5,2,10477,Suburbs,3
353786,2979,4,3.5,12618,Uptown,1
389907,2970,3,1.5,12375,Downtown,2
388004,3030,2,3,10915,Suburbs,3
451890,3039,3,4,18492,Downtown,2
383997,3018,1,1.5,22554,Downtown,2
340172,2904,6,2,12680,Uptown,1
330982,2996,3,1.5,21699,Uptown,1
409237,3019,4,2.5,10065,Downtown,2
452602,2975,6,2.5,17565,Downtown,2
371809,2865,2,3.5,16231,Suburbs,3
336316,3090,2,2.5,18628,Uptown,1
442755,2994,4,3.5,14465,Downtown,2
362639,2964,2,1.5,19109,Suburbs,3
445668,3182,6,2,20240,Downtown,2
308050,2920,2,1.5,17848,Uptown,1
330662,3024,3,3,8938,Uptown,1
450181,3115,6,1.5,15109,Downtown,2
381403,2917,4,1,17522,Downtown,2
379385,2940,5,1.5,16089,Suburbs,3
412595,2880,6,3,10576,Suburbs,3
389672,3008,2,4,2876,Suburbs,3
387836,3176,2,2.5,14126,Suburbs,3
296812,2985,3,1.5,14767,Uptown,1
339402,3120,6,1,10341,Uptown,1
441049,2907,6,2.5,15281,Downtown,2
380871,2942,3,2.5,11866,Downtown,2
342876,3111,3,2,13916,Uptown,1
396705,3024,6,3.5,16090,Uptown,1
385648,2986,2,3,18372,Suburbs,3
414908,2906,4,1.5,19017,Downtown,2
400062,3117,1,3,15866,Suburbs,3
393543,2862,7,1.5,13933,Suburbs,3
385964,2952,2,2.5,15660,Downtown,2
437864,2764,5,4,18345,Downtown,2
503726,3006,7,4,18215,Downtown,2
431638,2926,7,3,12071,Downtown,2
419650,2821,4,4,19078,Suburbs,3
354745,3083,1,1,16141,Suburbs,3
396755,3072,3,2,13809,Downtown,2
346997,2972,1,1.5,15139,Suburbs,3
389653,3111,4,3.5,20899,Uptown,1
384601,3116,2,2.5,12829,Suburbs,3
385850,2994,4,4,16324,Uptown,1
435818,3010,3,3.5,16053,Downtown,2
384208,2882,2,3.5,10447,Suburbs,3
414849,2902,1,4,15945,Downtown,2
300965,3017,1,1.5,15339,Uptown,1
333289,3011,4,1.5,10589,Uptown,1
339810,2922,5,2,12517,Uptown,1
396846,3144,1,2,12956,Downtown,2
453100,3107,4,3.5,15614,Downtown,2
344263,2995,6,1,16072,Uptown,1
452193,2904,5,3.5,19704,Downtown,2
420985,2960,6,2.5,22720,Suburbs,3
420450,2954,4,2.5,17857,Downtown,2
341974,3040,1,3,17146,Uptown,1
364939,2883,5,2.5,21790,Uptown,1
412304,2984,4,1.5,18447,Downtown,2
464937,3007,5,4,10974,Downtown,2
397307,3077,2,1.5,18220,Downtown,2
438073,2953,4,4,18100,Downtown,2
435793,2972,5,3,13579,Downtown,2
426004,3118,3,3,17641,Downtown,2
426987,2943,2,3.5,18492,Downtown,2
354141,2764,2,2.5,13690,Suburbs,3
362986,2986,3,4,14404,Uptown,1
428282,3051,4,4,10794,Suburbs,3
441011,3014,3,4,13305,Downtown,2
316454,2987,4,2,10926,Uptown,1
453559,3106,6,2.5,13955,Downtown,2
474179,3060,6,4,15301,Downtown,2
408284,3018,7,1.5,15799,Suburbs,3
319624,2935,4,2,16721,Uptown,1
395674,3119,2,3.5,12797,Downtown,2
471085,2971,7,3.5,16844,Downtown,2
426426,2929,5,3.5,18237,Downtown,2
447104,3043,7,3,18099,Suburbs,3
390579,2970,2,3.5,15677,Suburbs,3
419549,2972,2,2,19383,Downtown,2
367790,2932,6,3.5,16189,Uptown,1
383583,3127,2,1,19363,Downtown,2
439709,3030,5,2,12510,Downtown,2
431823,3027,2,3,11211,Downtown,2
330053,3068,5,1,17736,Uptown,1
432730,3036,5,2.5,14271,Downtown,2
414210,2997,4,3,12472,Downtown,2
318014,3041,2,2,13294,Uptown,1
396160,2940,5,2,19743,Suburbs,3
367988,2954,2,2,15139,Downtown,2
388162,2977,2,3.5,16428,Suburbs,3
394618,3140,2,2.5,8231,Downtown,2
